Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Week,Last_Week_Sales,Rolling_4W_Avg,Actual_Sales,Predicted_Sales,Date
41,0,41.2,3.735,192.7252006,6.934,5,18,1178841.05,1220639.2475,1244956.91,1266673.3949333332,2011-05-06
6,0,60.45,3.288,215.3584231,6.858,3,9,1422600.43,1499159.3275,1502617.99,1489656.213,2011-03-04
12,0,96.31,3.017,126.1069032,14.18,7,30,912403.67,931067.505,913548.25,904135.0727500002,2010-07-30
25,0,23.87,3.533,212.8336399,6.961,1,3,614764.31,806345.4425000001,594744.89,631634.2259833334,2012-01-20
19,0,31.84,3.585,136.698129,7.943,1,1,1405168.06,1862818.935,1266570.4,1442938.2771,2012-01-06
38,0,77.99,4.193,131.1266667,11.627,4,17,401615.8,436338.38999999996,419964.77,424492.6418999998,2012-04-27
19,0,34.74,3.42,133.3701429,7.771,2,7,1430851.11,1324641.6375000002,1457270.16,1497489.1248000003,2011-02-18
1,0,57.36,3.045,213.2478853,7.742,2,7,1649614.93,1475137.31,1686842.78,1575115.9012666666,2011-02-18
44,0,33.8,3.08,130.1575161,5.774,1,1,263917.85,313899.2025,325327.93,311510.7729583333,2012-01-06
31,0,86.2,2.619,211.2241759,8.099,8,34,1376571.21,1322171.1925,1326621.98,1348862.0115000003,2010-08-27
42,0,86.13,3.123,126.0854516,9.199,8,31,469598.57,522405.29500000004,579544.21,570823.1376833334,2010-08-06
19,1,32.61,3.826,137.1666774,7.943,2,6,1345311.65,1261059.585,1499496.67,1409186.8686333345,2012-02-10
30,0,75.68,3.467,216.0282356,7.852,9,38,382914.66,377869.9075,391837.56,376946.7011583333,2011-09-23
2,0,83.23,3.311,221.5701123,6.565,7,29,1830075.13,1910090.4649999999,1819666.46,1790344.6213,2012-07-20
34,0,72.17,2.701,126.1360645,9.593,6,22,942868.38,935976.155,966187.51,968108.5340833336,2010-06-04
19,0,63.43,2.837,132.7619333,8.099,9,38,1386789.31,1539912.6249999998,1318343.58,1391347.5998,2010-09-24
9,0,67.87,3.845,225.107867,5.667,3,13,550791.32,573904.78,574985.37,549000.1994166668,2012-03-30
45,0,65.32,4.038,191.8567038,8.684,9,38,702238.27,730320.265,723086.2,716573.75285,2012-09-21
2,0,48.74,3.172,218.3590319,7.441,12,48,2614202.3,2099349.4625,1954952.0,2178668.480733333,2011-12-02
3,0,51.13,2.843,214.7693037,7.564,12,49,476420.77,450292.24,467642.03,454115.4694999998,2010-12-10
33,0,83.07,4.088,131.1266667,7.396,4,17,261837.2,275443.8775,249798.75,266046.8465666668,2012-04-27
10,0,88.59,3.697,129.1507742,8.257,7,29,1775068.4,1734489.915,1774342.61,1765094.5399000004,2011-07-22
4,0,86.09,3.662,129.1846452,5.644,8,31,1989674.07,2035373.5675000001,2160057.39,2025702.135399999,2011-08-05
44,0,43.85,3.683,128.9998667,6.906,4,17,280357.3,286009.43,281247.97,291556.48731666687,2011-04-29
12,0,76.67,4.087,129.0623548,13.736,5,21,924134.99,979322.2675,964332.51,942768.3240833335,2011-05-27
39,0,58.62,2.72,209.9803208,8.554,3,11,1244391.83,1227455.0075,1301590.13,1246755.6166000003,2010-03-19
30,0,61.87,3.906,215.4448709,7.931,5,18,423687.2,434900.5875,438789.52,443434.65527499985,2011-05-06
34,0,81.91,3.257,130.7562667,9.575,6,26,1000285.1,989801.085,942970.63,989795.2250333332,2012-06-29
14,0,59.6,3.57,187.7846197,8.523,10,42,1890870.75,1912803.11,2009004.59,1912120.7385333339,2011-10-21
20,0,76.03,2.781,204.605272,7.527,7,30,1900535.9,2045837.67,1955896.59,1937718.8465999993,2010-07-30
22,0,41.72,3.876,141.4742857,7.503,3,10,974866.65,981755.7699999999,991127.01,1008348.6672500006,2012-03-09
38,0,48.76,3.824,129.8167097,12.89,11,45,436970.1,404662.305,411116.95,423944.933991667,2011-11-11
1,0,51.63,3.159,219.1794533,7.866,12,50,1799682.38,1739142.6725,1881176.67,1965117.5256666671,2011-12-16
23,0,45.47,2.935,132.0644333,5.435,4,17,1315023.08,1356227.28,1259414.52,1340575.2318000002,2010-04-30
28,0,95.91,3.811,130.7561613,10.926,8,32,1376520.1,1210224.4275,1269113.41,1292262.3645,2012-08-10
31,0,69.02,3.891,221.0737638,6.891,4,14,1318854.22,1401360.545,1496169.81,1408148.7794666667,2012-04-06
4,0,53.04,2.787,126.3805667,7.896,4,17,1802677.9,1862974.3575,1817273.28,1870807.7326333334,2010-04-30
5,0,85.06,3.407,222.5297234,5.603,7,30,321205.12,327070.3225,306827.36,312265.92019999993,2012-07-27
11,0,58.09,2.732,214.3241011,7.368,3,12,1364207.0,1364779.365,1245624.27,1306420.9748,2010-03-26
8,0,86.46,3.682,218.8910733,6.425,7,30,829902.42,856369.0650000001,807082.19,818798.2884333334,2011-07-29
8,0,77.14,3.393,225.3134743,5.679,6,24,928820.0,914765.1625,916918.7,905272.1248000003,2012-06-15
17,0,61.4,3.623,129.6060667,6.745,9,39,895535.31,988983.1275,868191.05,910442.8047833334,2011-09-30
27,0,64.5,4.151,142.8516833,8.0,10,40,1540687.63,1614683.2774999999,1591816.88,1645956.8164333329,2012-10-05
3,0,73.6,2.603,214.9846548,7.564,10,39,355626.87,359356.6125,358784.1,367800.1614666666,2010-10-01
1,0,48.91,3.172,218.7147333,7.866,12,48,2033320.66,1716243.2075,1584083.95,1789235.1485666672,2011-12-02
16,1,56.99,3.566,194.6387853,6.338,9,36,580805.33,564158.0575,574622.56,561349.7734833336,2011-09-09
20,0,56.26,3.969,216.1464699,7.293,10,42,2162951.36,2111575.2675,1999363.49,2074955.6297666668,2012-10-19
14,0,78.22,3.842,186.3734038,8.625,8,31,1871021.01,1942509.4275,2066020.69,2043892.1955666665,2011-08-05
29,0,47.76,3.919,134.3571,9.966,4,16,518245.97,494484.6525,589252.69,521384.45056666643,2011-04-22
43,1,40.65,3.022,204.873871,10.398,2,6,651521.77,607506.225,635650.98,646885.01215,2011-02-11
9,0,78.98,3.749,225.4227585,5.539,5,18,550414.99,587414.9675,586289.08,563907.9351166668,2012-05-04
25,0,63.58,3.842,208.1265604,7.287,6,24,740259.63,718539.1599999999,717373.43,730016.053083333,2011-06-17
43,0,59.15,3.045,205.1683214,10.398,2,7,635650.98,612683.9525,626627.77,633048.1775666666,2011-02-18
27,0,40.11,3.789,137.8478929,7.827,3,12,1624539.21,1645716.34,1554651.08,1634850.406333334,2011-03-25
16,0,57.61,3.538,194.8779718,6.338,9,39,504856.97,549841.4875,450075.31,514140.07114999986,2011-09-30
9,0,77.66,3.899,219.6041829,6.38,5,19,545251.1,538849.9225,539126.0,546435.7441166668,2011-05-13
18,0,68.23,3.784,136.2440968,8.89,9,35,1147906.46,1002965.8674999999,540922.94,1031590.8479333334,2011-09-02
14,1,37.79,3.389,189.0620155,8.523,12,52,3369068.99,2644273.485,1914148.89,1751730.9719333341,2011-12-30
43,0,79.79,2.64,203.2961774,9.816,7,30,649035.55,682995.5075000001,622112.23,654454.6751666667,2010-07-30
11,1,55.03,2.943,214.6986466,7.564,12,52,2306265.36,1773818.895,1172003.1,1436551.2769666663,2010-12-31
8,0,72.21,2.624,214.9547795,6.315,9,38,836707.85,863996.575,773725.08,829507.7590166663,2010-09-24
33,0,74.23,3.009,126.4912903,9.265,11,44,213538.32,241482.8375,246124.61,249225.48176250025,2010-11-05
32,0,17.94,3.331,195.8742575,8.513,12,49,1179773.88,1307156.7725,1415746.91,1473362.0119333328,2011-12-09
8,0,67.61,3.285,220.4772543,6.123,10,40,809049.37,833705.8925000001,929976.55,850207.8849000003,2011-10-07
41,0,74.06,3.585,197.9290378,6.432,7,29,1332594.07,1382725.535,1347175.93,1363887.3301333322,2012-07-20
22,0,69.16,3.784,140.196985,8.023,9,35,1181815.31,1032458.095,912762.76,1039977.1283333334,2011-09-02
1,0,80.43,2.668,211.4560951,7.808,6,23,1615524.71,1485377.0575,1542561.09,1546331.0891000004,2010-06-11
30,0,90.3,2.627,211.1608049,8.099,8,31,437893.76,438186.80000000005,441407.06,443329.2676249999,2010-08-06
5,0,86.64,3.48,215.8409491,6.529,7,27,327093.89,309942.8725,310804.93,297393.0128166667,2011-07-08
11,0,77.36,2.624,214.9084516,7.346,9,38,1215676.31,1265570.5275,1170103.25,1234916.0468000001,2010-09-24
12,0,93.19,3.129,126.0892903,14.18,8,34,948447.34,939459.235,1004516.46,941590.9305833336,2010-08-27
8,0,85.15,3.684,218.9492991,6.425,8,31,807082.19,837218.775,892393.77,866763.7463999998,2011-08-05
28,0,66.59,4.169,129.0756774,13.736,5,20,1253316.3,1322256.645,1151282.31,1282501.5863000003,2011-05-20
7,0,49.99,2.759,190.6738241,9.137,10,39,488008.83,511487.9325,448998.73,497514.62631666637,2010-10-01
9,0,53.67,3.555,224.3741384,5.667,2,8,658965.05,575280.0675,563578.79,586674.8625833334,2012-02-24
4,0,35.92,3.103,129.9845484,5.143,12,51,2771397.17,2616513.5,3676388.98,3567710.752366662,2011-12-23
4,0,68.8,3.781,128.9553,5.946,4,16,1960587.76,1969988.0025,2220600.76,2001669.2002666653,2011-04-22
43,0,52.89,2.625,203.3117653,9.521,3,9,618702.79,651912.1525000001,658600.05,663844.1013999997,2010-03-05
34,0,76.72,2.698,126.064,9.816,8,32,987435.35,923933.23,951208.65,931314.2655666667,2010-08-13
37,0,81.85,2.669,209.984205,8.36,7,26,485419.39,488072.78500000003,498292.53,488752.47467499995,2010-07-02
35,0,73.94,3.506,142.1920381,8.876,6,26,911696.0,891398.985,892133.41,910560.1630166668,2012-06-29
16,0,23.68,2.712,190.9931437,6.986,12,48,651837.77,502752.5575,512260.59,663402.3382,2010-12-03
24,0,55.75,4.192,134.5143667,8.212,5,18,1197761.17,1272373.26,1339630.35,1295426.7781999996,2011-05-06
17,0,62.64,2.82,126.1266,6.635,6,25,877996.27,868242.2424999999,893995.44,893630.5746666668,2010-06-25
44,0,81.24,2.802,126.0854516,7.804,8,31,275020.96,286318.4625,296804.49,296010.5102583333,2010-08-06
2,0,90.22,3.417,221.5869799,6.565,8,31,1757923.88,1862293.2174999998,1946104.64,1841595.6294999993,2012-08-03
34,1,45.99,3.225,129.8364,10.148,11,47,947552.44,972452.0650000001,1345595.82,1465024.7437,2011-11-25
10,0,88.58,4.144,130.8295333,7.382,6,24,1840491.41,1808513.68,1811562.88,1785479.451199999,2012-06-15
39,0,85.73,2.664,210.3617581,8.36,8,33,1371465.66,1351082.35,1471816.52,1370115.534633333,2010-08-20
16,0,33.45,2.692,189.734262,7.039,3,11,445393.74,450671.615,504307.35,448221.8241666667,2010-03-19
10,0,91.59,3.663,129.2832581,8.257,8,34,1954849.68,1876097.155,1728399.07,1872097.1504333336,2011-08-26
36,0,71.31,3.306,216.4051315,7.716,10,43,328633.34,332939.6425,306193.81,337824.05833333347,2011-10-28
17,0,40.14,3.683,128.9998667,6.774,4,17,1060770.11,873442.1225,806979.15,882778.532883333,2011-04-29
4,0,50.44,3.294,129.8268333,5.143,11,46,2203028.96,2210911.9975,2243946.59,2203238.5157333342,2011-11-18
20,0,42.38,2.931,205.2098614,7.484,11,45,2184316.64,1980191.0750000002,2187765.28,2115615.7719,2010-11-12
23,0,48.1,4.029,138.9117,4.145,10,41,1464616.59,1350330.21,1412925.25,1358026.2232333338,2012-10-12
19,0,20.66,3.402,133.1059677,7.771,1,4,1212967.84,1223373.825,1284185.49,1214687.739533333,2011-01-28
24,0,61.05,4.17,137.9230667,8.983,4,16,1285783.87,1315587.0574999999,1208654.4,1287512.4833666666,2012-04-20
4,0,77.41,3.483,130.9592258,4.308,6,22,2154137.67,2171495.495,2179360.94,2163966.3426,2012-06-01
28,0,53.53,3.223,127.4404839,14.021,1,3,1098286.61,1404443.51,1079669.11,1146956.1236999996,2011-01-21
17,0,11.29,2.974,127.7195806,6.866,2,5,736335.69,833430.39,816603.05,850492.2286999999,2011-02-04
38,0,81.22,3.966,131.043,10.926,9,39,409600.98,438931.28500000003,398468.08,420003.96141666645,2012-09-28
34,0,59.18,2.81,126.5621,9.593,4,15,950684.2,925731.5075000001,923344.54,939726.9170166668,2010-04-16
37,0,59.1,2.886,210.1805602,8.476,12,51,534285.21,517981.64749999996,576809.92,571042.4674833333,2010-12-24
1,0,71.74,3.274,217.3552733,7.866,10,41,1630989.95,1479957.9575,1493525.93,1505922.814233333,2011-10-14
40,0,45.5,2.983,132.152129,5.435,5,19,1009797.06,888557.7050000001,907262.47,912706.9974166664,2010-05-14
31,0,63.26,3.488,214.0156238,8.028,3,11,1405572.93,1430759.06,1425559.02,1417441.4593333334,2011-03-18
30,1,45.16,3.129,219.1773063,7.441,12,52,492022.68,445603.6325,376777.45,437923.61967500014,2011-12-30
26,0,59.89,3.815,135.4468,7.767,7,26,997474.93,1031908.6174999999,1070119.09,1045791.0952000006,2011-07-01
32,0,55.89,2.776,189.467827,8.963,5,20,1079314.52,1088059.8824999998,1143819.35,1090241.0966000003,2010-05-21
23,1,35.23,3.536,136.4788,4.42,11,47,1345631.96,1404550.2575,2057059.53,1805299.1710666665,2011-11-25
36,0,58.97,3.287,216.5634344,7.716,11,44,306193.81,330760.5025,313387.11,332227.0254083334,2011-11-04
32,0,33.41,3.129,196.9499007,8.256,2,8,1243812.59,1145481.59,1091822.72,1163157.4133000004,2012-02-24
27,0,76.51,3.963,142.2157385,8.239,8,33,1720537.26,1695786.3675000002,1735339.59,1759778.9990000008,2012-08-17
12,1,51.3,3.381,127.859129,14.021,2,6,1046068.17,883326.1325000001,1086421.57,1114616.395866666,2011-02-11
13,1,65.74,2.87,126.1145806,7.951,9,36,1911852.58,1923780.2575,1772143.94,1894643.8726333338,2010-09-10
40,0,63.79,3.784,136.2440968,4.584,9,35,969611.3,983043.3925000001,957298.26,967586.5185666664,2011-09-02
2,0,41.4,3.016,211.4864691,8.028,1,3,1744193.58,2172171.65,1751384.9,1741179.5576333345,2011-01-21
14,0,58.85,3.882,192.3088989,8.667,10,43,1590274.72,1609991.1724999999,1704357.62,1626612.8010999993,2012-10-26
15,0,70.41,3.942,136.183129,7.806,8,33,590836.37,595946.01,599488.98,602183.1222500002,2011-08-19
5,0,65.19,2.77,211.1738835,6.465,4,14,331406.0,295922.2425,328020.49,317979.1303833332,2010-04-09
8,0,82.92,3.554,219.0701968,6.425,8,33,856796.1,846543.6199999999,895066.5,878807.4019666663,2011-08-19
25,0,38.42,3.245,206.3694701,7.343,2,7,615666.78,606009.8724999999,634637.03,621713.31455,2011-02-18
45,0,74.22,3.564,191.0646096,8.567,6,25,821498.18,817879.245,822569.16,788727.777833333,2012-06-22
36,0,51.83,2.813,210.2372494,8.476,12,49,360266.09,401644.52249999996,404545.03,402529.4349583335,2010-12-10
40,0,65.25,3.85,138.1101935,4.125,5,21,896295.41,933177.315,991054.49,956536.6303666665,2012-05-25
7,0,44.13,2.745,190.7763218,9.137,10,40,448998.73,490546.35250000004,480239.88,460069.4515583332,2010-10-08
9,1,34.13,3.022,216.496729,6.416,2,6,544612.28,480070.535,555279.02,566570.7338,2011-02-11
33,0,75.55,4.449,131.1499677,6.895,10,42,291781.15,263187.28500000003,254412.34,276807.247875,2012-10-19
16,0,62.63,2.684,189.4000734,6.842,6,23,516295.81,458199.30500000005,535587.31,505357.79478333355,2010-06-11
4,0,63.75,3.283,129.7706452,5.143,10,41,2166737.65,2050802.005,2074548.85,2138834.454433333,2011-10-14
5,0,83.61,3.648,215.6064555,6.489,6,23,329183.92,304219.48750000005,304984.14,308964.964225,2011-06-10
42,0,86.01,3.001,126.2346,9.003,10,39,492262.96,535720.91,481523.93,522090.9155333334,2010-10-01
44,1,28.22,2.83,126.6692667,7.61,11,47,284322.52,280811.66000000003,307646.5,288250.3072166665,2010-11-26
27,0,78.14,4.02,139.9896486,7.85,8,31,1744879.06,1815492.3925,1747289.53,1817909.2720666667,2011-08-05
6,0,43.64,3.158,220.5457961,6.551,12,49,1688531.34,1749727.375,1903385.14,1824328.6141000008,2011-12-09
20,0,65.1,2.869,203.8488134,7.856,4,14,2405395.22,2065740.36,2007796.26,2077809.9434999996,2010-04-09
7,0,48.43,3.779,198.8221322,7.557,10,40,525545.76,548846.19,505830.56,532269.9347666667,2012-10-05
36,0,84.71,3.44,214.0245556,8.177,7,27,354270.77,370777.0,377464.62,370580.46899166657,2011-07-08
9,0,49.96,2.771,215.4372854,6.56,11,46,520846.68,503460.255,519823.3,516894.0440416669,2010-11-19
2,0,62.01,3.308,217.8670218,7.441,11,46,1920725.15,1871102.3875,1902762.5,1911493.702266667,2011-11-18
37,0,73.7,3.63,220.4252149,6.989,5,20,527983.04,528896.3300000001,534847.96,538714.7187666667,2012-05-18
2,0,68.43,3.891,221.0737638,6.891,4,14,1857480.84,1890407.5975,2129035.91,1889088.5478,2012-04-06
25,0,29.45,2.777,204.4940734,8.187,3,9,628516.57,641343.2225,665750.06,652915.7257166666,2010-03-05
18,0,60.26,3.583,136.5150968,8.471,10,41,1019741.1,891469.43,953533.95,939836.6292666667,2011-10-14
17,0,56.61,3.704,129.0432,6.774,6,24,881190.46,878177.7325,894686.67,897997.7448833329,2011-06-17
30,0,59.8,3.297,217.6455387,7.441,11,45,432359.04,424545.36,409686.63,427233.18090000015,2011-11-11
25,0,58.48,3.689,214.5527132,7.139,6,23,694765.95,733802.58,730254.19,691359.3127833335,2012-06-08
34,0,78.24,3.533,129.3259355,10.641,9,35,871404.6,932577.6925,926455.64,920194.6642666669,2011-09-02
8,0,81.21,3.571,225.6050797,5.401,8,33,930745.69,888721.0025000001,896613.19,910415.2589500002,2012-08-17
45,0,81.46,2.771,182.3509895,8.743,7,29,723708.99,775804.495,714601.11,746501.9716000002,2010-07-23
8,0,63.59,3.877,225.1179914,5.679,4,16,909989.45,934241.145,872288.46,926401.7016333336,2012-04-20
8,0,65.11,3.807,218.8986857,6.297,4,16,908278.74,891208.8075,937473.13,918290.3969666668,2011-04-22
35,0,62.62,4.027,141.9015262,8.876,4,16,788633.42,788530.9175,794660.24,800305.391183333,2012-04-20
33,0,59.17,2.877,126.5782857,10.115,3,9,284052.77,287594.965,291484.89,288693.7148500001,2010-03-05
34,0,24.5,2.98,127.1917742,10.398,1,1,902109.69,1209166.7725,900646.94,945236.7810499994,2011-01-07
32,0,21.69,2.911,191.4784939,8.818,1,2,1046416.17,1377209.8125,1028206.51,1054049.3715166664,2011-01-14
38,0,91.98,3.105,126.1392,14.18,7,26,322046.76,347188.035,361181.48,351057.24436666677,2010-07-02
12,0,50.01,3.203,126.7934,14.313,12,49,1069533.17,1126969.88,1121934.15,1174395.4857666665,2010-12-10
32,0,74.83,3.554,193.9110133,8.622,8,31,1169988.62,1152540.47,1201694.14,1193740.1894666667,2011-08-05
41,1,58.31,3.566,194.6387853,6.901,9,36,1283849.38,1345559.9849999999,1280958.97,1282021.7826,2011-09-09
2,0,71.27,3.63,221.380331,6.891,5,20,1917520.99,1863238.9050000003,2000940.67,1915259.2368666674,2012-05-18
4,0,59.1,3.48,128.6160645,6.51,3,12,2116475.38,2084461.0574999999,1944164.32,2010625.5008999999,2011-03-25
9,0,58.79,3.787,225.0336786,5.667,3,12,550373.57,577101.6475,550791.32,546343.4488500002,2012-03-23
1,0,80.91,2.669,211.2235333,7.787,7,26,1422711.6,1521020.365,1492418.14,1505305.7074666666,2010-07-02
43,0,56.0,2.72,203.195159,9.521,3,11,645386.94,645421.8325,668098.49,644283.0716166666,2010-03-19
2,0,78.14,3.355,216.3620333,7.852,9,39,1669299.78,1729464.9125,1650394.44,1676458.5496000005,2011-09-30
24,0,36.73,2.919,131.735,8.326,3,9,1158722.74,1336729.49,1412387.37,1215324.8770333338,2010-03-05
7,0,56.66,3.547,193.711525,8.622,7,30,688043.96,699232.58,653382.62,689041.5572333331,2011-07-29
1,0,83.0,3.699,215.2736553,7.682,6,22,1466046.67,1532107.95,1635078.41,1567583.0349999992,2011-06-03
10,0,92.89,2.978,126.1392,9.199,7,26,1768172.31,1841184.135,1845893.87,1808853.0199666666,2010-07-02
9,0,59.01,3.065,217.1095679,6.416,2,8,610985.56,543609.585,513107.2,596029.9759166666,2011-02-25
2,0,82.59,2.642,210.7657317,8.099,7,27,2003940.64,1992760.8625,1880902.62,1967625.3847333333,2010-07-09
20,0,62.01,3.689,214.5527132,7.139,6,23,2143126.59,2116358.7399999998,2231962.13,2110114.2556666667,2012-06-08
15,0,73.13,3.819,138.1735806,8.193,8,31,571190.83,608230.075,590739.62,591762.8264333332,2012-08-03
4,0,49.0,3.087,128.13,6.51,2,8,2316495.56,2109417.435,2078094.69,2034803.9176333332,2011-02-25
32,0,63.49,3.765,198.358523,7.872,9,38,1156377.47,1184962.95,1159119.6,1173196.7414666668,2012-09-21
35,1,37.86,3.64,141.1199827,8.744,2,6,746901.03,657652.2925,849779.14,826753.4771500004,2012-02-10
17,0,49.96,3.809,131.1453333,6.235,5,19,930121.14,963268.2725000001,944100.3,952204.1828500002,2012-05-11
36,0,78.15,3.245,220.6063444,6.623,7,28,306578.89,309416.8025,298337.41,297637.96455000015,2012-07-13
34,0,58.11,2.736,126.3815484,10.21,10,42,888703.62,888415.6174999999,936293.6,920428.6817666666,2010-10-22
41,0,50.14,3.779,198.8221322,6.195,10,40,1307928.01,1320831.36,1400160.95,1386903.7147999993,2012-10-05
21,0,48.1,3.157,219.355063,7.057,1,1,804362.36,1028561.5425,640181.86,947069.8951499995,2012-01-06
5,0,78.23,3.561,222.3323853,5.801,5,21,336189.66,338958.15249999997,341994.48,337416.9191749998,2012-05-25
8,0,37.51,3.51,223.9658621,5.825,2,7,1021400.42,885286.115,1096232.89,992683.5381999996,2012-02-17
38,0,52.27,4.178,130.6457931,12.187,3,9,409411.61,438106.16000000003,471115.38,443654.3134999998,2012-03-02
33,0,73.29,3.105,126.3805667,9.849,4,17,263263.02,292719.5575,275883.23,278044.35399166675,2010-04-30
28,0,75.0,2.976,126.3266774,14.313,10,41,1334571.87,1202315.46,1158062.99,1262593.804666666,2010-10-15
6,0,57.89,3.669,222.6650998,6.132,3,10,1550385.65,1567198.3425,1569304.4,1583683.3155333337,2012-03-09
3,0,56.2,3.268,223.4700552,6.833,1,3,367438.62,431847.98,365818.61,397146.5079666666,2012-01-20
31,0,61.9,3.308,217.8670218,7.441,11,46,1444783.64,1406840.555,1445174.79,1428192.438133333,2011-11-18
1,0,63.93,2.633,211.7467544,7.838,10,40,1453329.5,1435739.9725,1508239.93,1486667.1895999997,2010-10-08
6,0,58.82,2.667,212.9037017,7.259,3,10,1601348.82,1551930.9900000002,1558621.36,1590757.0080333324,2010-03-12
44,0,31.64,2.96,127.5800323,7.224,1,4,276157.8,274818.6625,276011.4,276943.27885833324,2011-01-28
35,0,52.33,4.004,141.9596595,8.876,4,17,794660.24,797028.2025,721212.45,780986.4210999997,2012-04-27
4,0,46.56,3.305,128.26475,6.51,3,9,2078094.69,2175380.895,2103455.75,2142869.8893999998,2011-03-04
31,0,65.76,2.633,211.4044906,8.163,10,40,1213981.64,1261628.98,1300131.68,1295320.571533333,2010-10-08
8,1,35.71,3.409,223.8024507,5.825,2,6,927610.69,834351.4500000001,1021400.42,969261.63905,2012-02-10
23,0,57.14,3.758,136.367,4.584,9,38,1253329.17,1444545.2625000002,1289082.81,1279809.3764000004,2011-09-23
35,0,28.7,3.231,137.0542431,8.549,2,5,633289.78,657538.095,747577.05,704730.9388833335,2011-02-04
12,0,93.47,3.769,130.7195806,10.926,7,30,941550.34,964971.6525000001,916967.92,945994.1323333335,2012-07-27
27,0,76.87,3.886,139.5442083,7.85,7,27,1949983.93,1848523.47,2000055.27,1877638.4583000005,2011-07-08
2,1,62.98,2.735,211.4062867,8.163,11,47,1956739.17,1903842.1075,2658725.29,2710438.7087999997,2010-11-26
44,0,74.29,3.613,129.0894,6.56,7,26,296765.59,303685.48,315273.08,302998.4610666668,2011-07-01
11,0,85.61,3.786,218.8860765,7.574,5,21,1239466.97,1301617.4224999999,1216876.52,1315848.1593,2011-05-27
38,0,57.63,3.868,128.9107333,13.736,4,15,392152.3,368813.0,362758.94,369962.9796500002,2011-04-15
2,0,89.64,3.533,215.4508632,7.852,9,35,1821139.91,1838676.755,1809119.7,1802372.9268,2011-09-02
4,0,84.23,3.257,130.7562667,4.308,6,26,2197299.65,2214027.175,2128362.92,2185285.9206999997,2012-06-29
32,0,30.72,2.781,191.1430189,9.137,12,51,1557776.1,1442656.8125,1949183.14,1883632.0534666665,2010-12-24
5,0,70.71,3.473,215.1640872,6.634,3,12,312177.67,307242.2325,294732.5,302387.82149999996,2011-03-25
39,1,52.89,3.409,218.9551002,7.244,2,6,1396150.15,1370104.54,1442988.44,1486962.7740666675,2012-02-10
37,0,54.38,3.51,219.1148297,7.244,2,7,527041.46,535119.0874999999,541071.29,536469.6667833333,2012-02-17
30,0,84.25,3.311,221.5701123,6.565,7,29,417640.34,427485.1975,427491.04,430184.7142166669,2012-07-20
20,0,45.68,4.044,214.3127027,7.139,4,15,2565259.92,2174352.5825,2045396.06,2062506.067766667,2012-04-13
42,0,84.57,3.981,129.0357097,8.494,6,23,545109.3,543997.3225,616701.99,532307.5859166665,2011-06-10
22,0,73.52,3.701,142.2126924,7.753,7,30,991969.37,1028749.6675,925731.21,964339.0472000004,2012-07-27
28,0,64.95,3.109,126.5621,14.099,4,15,1382359.21,1337251.7025,1268240.66,1291382.967,2010-04-16
9,0,54.46,3.332,221.4820921,6.054,11,44,548527.49,547238.835,597855.07,559109.2859499999,2011-11-04
45,0,82.99,3.475,191.1338827,8.684,7,27,773367.71,803142.0125,843361.1,771474.7508166668,2012-07-06
18,0,45.69,3.57,136.4618065,8.471,11,45,1100625.06,1052253.565,1079931.63,1083481.4269666674,2011-11-11
25,0,73.87,3.523,214.728027,7.28,7,28,753385.55,736934.7875000001,714093.95,718862.010016667,2012-07-13
36,0,68.54,2.743,209.400638,8.464,4,14,435972.82,427674.38,453016.91,449903.8093666666,2010-04-09
30,0,82.29,2.669,210.8803726,8.099,7,26,453210.24,451202.90499999997,450337.47,443430.4309749998,2010-07-02
45,1,30.3,3.239,183.7016129,8.549,2,6,759442.33,668738.5474999999,766456.0,828530.4961000002,2011-02-11
14,1,48.71,3.492,188.3504,8.523,11,47,1969360.72,2070449.55,2685351.81,2866699.6026999988,2011-11-25
2,0,81.79,2.624,211.2552578,8.099,9,38,1793903.6,1850370.2525,1724557.22,1816959.1456999995,2010-09-24
20,1,33.47,3.64,213.1186138,6.961,2,6,2203523.2,1942206.5725,2462978.28,2224948.789166666,2012-02-10
13,0,38.24,3.38,130.7413793,6.104,3,10,1969742.76,2045818.105,1986445.65,1988920.4316666662,2012-03-09
40,0,51.61,3.618,136.5017742,4.42,10,42,936751.68,949145.6849999999,942319.65,965519.8209500003,2011-10-21
13,0,65.71,2.868,126.1019355,7.951,9,35,1908278.27,1938097.4749999999,1911852.58,1957906.363633333,2010-09-03
33,0,71.41,3.772,128.7199355,8.687,4,13,238084.08,250418.9475,232769.09,251705.04205833335,2011-04-01
9,0,49.7,2.869,214.9334937,6.56,12,50,618121.82,621045.1174999999,685243.2,727130.6765499997,2010-12-17
3,0,52.2,2.869,214.704919,7.564,12,50,467642.03,470543.99,498159.39,534194.4000749999,2010-12-17
25,0,71.64,3.711,208.4386847,7.274,7,27,706206.86,715777.505,698529.64,722376.6683833334,2011-07-08
35,0,76.25,2.815,136.3722893,8.861,7,26,1230245.74,1217765.73,1245827.08,1242053.2247000001,2010-07-02
5,0,86.96,3.494,222.5472987,5.603,8,32,324195.17,317107.8225,306759.7,319275.98284166673,2012-08-10
6,0,71.29,3.891,223.1163529,5.964,4,15,1840131.19,1648054.5899999999,1616394.45,1671982.0908666668,2012-04-13
